mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.4498710632324219,0.0010719148889631,0.005455970764160156,0.0007014921533679996,1.0,300,5,3,0.1,5,0.8,0.5,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.8, 'alpha': 0.5}",-13.704973517075478,-14.074567398773642,-14.579767340316323,-14.119769418721814,0.3585605251098991,5658
0.31677786509195965,0.019574861735128325,0.004960298538208008,0.0004050067147707135,0.6,100,10,6,0.5,1,0.8,2,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.5, 'gamma': 1, 'colsample_bytree': 0.8, 'alpha': 2}",-12.657431639103374,-13.521894124208206,-13.722951332729771,-13.300759032013785,0.46224712086812014,3575
0.16400996843973795,0.0008429796180033202,0.003472010294596354,0.00040500668358142483,0.4,100,10,3,0.01,1,0.6,0,"{'subsample': 0.4, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 1, 'colsample_bytree': 0.6, 'alpha': 0}",-65.00060028099055,-66.10110144424746,-67.65925169791747,-66.25365114105182,1.0907368752906454,8694
1.4931241671244304,0.0038487181268030825,0.01025080680847168,0.001997732146675815,0.8,600,5,5,0.01,0.5,0.8,2,"{'subsample': 0.8, 'n_estimators': 600, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8, 'alpha': 2}",-14.471985619328802,-15.038157416624355,-15.265897899358603,-14.925346978437252,0.33378518373199617,6344
1.9530816078186035,0.024157879353659685,0.013227065404256185,0.0029295989604981743,0.4,600,10,7,0.2,1,0.6,1.5,"{'subsample': 0.4, 'n_estimators': 600, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 1, 'colsample_bytree': 0.6, 'alpha': 1.5}",-12.761090968236312,-13.061733772754348,-13.433767242259206,-13.08553066108329,0.2751339810939827,2155
0.7735941410064697,0.009149025498346145,0.006117423375447591,0.00093509809922461,1.0,600,1,3,0.2,1,0.4,1.5,"{'subsample': 1.0, 'n_estimators': 600, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1, 'colsample_bytree': 0.4, 'alpha': 1.5}",-13.084077619764951,-13.18544981959903,-13.685874873756891,-13.318467437706957,0.2630719151023025,3650
0.5330333709716797,0.01732204862103696,0.006778796513875325,0.002929894972783067,0.4,300,5,3,0.05,2,1.0,1.5,"{'subsample': 0.4, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 2, 'colsample_bytree': 1.0, 'alpha': 1.5}",-14.904158899367271,-15.327685843016265,-15.487808627336987,-15.239884456573508,0.24622965409786815,6604
1.1040949026743572,0.0063649938174585065,0.007275104522705078,0.00046766147159295487,0.4,300,5,7,0.1,5,0.8,1,"{'subsample': 0.4, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.8, 'alpha': 1}",-12.547207403925402,-13.006576985524914,-13.28193658546383,-12.945240324971381,0.30307136892919756,903
0.16136455535888672,0.0012370609839168346,0.0036374727884928384,0.00023371834421019016,0.4,100,10,3,0.1,5,0.6,5,"{'subsample': 0.4, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 5, 'colsample_bytree': 0.6, 'alpha': 5}",-16.644582628778213,-16.65655545672948,-17.401417923623224,-16.90085200304364,0.35398730465611694,7149
1.0411029656728108,0.018509808555226038,0.006778637568155925,0.0006187641616500738,1.0,600,10,4,0.5,5,0.8,1,"{'subsample': 1.0, 'n_estimators': 600, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.5, 'gamma': 5, 'colsample_bytree': 0.8, 'alpha': 1}",-12.399713567988247,-13.171294685479106,-13.14075685433957,-12.90392170260231,0.3567468963106474,600
