car_id,manufacturer,model,description,transmission,transmission_type,engine_size_cm3,fuel,powertrain,power_ps,co2_emissions_gPERkm
776.0,DACIA,Dacia Sandero,Stepway Comfort TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,142.0
777.0,DACIA,Dacia Sandero,Essential TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,128.0
778.0,DACIA,Dacia Sandero,Essential TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,128.0
779.0,DACIA,Dacia Sandero,Stepway Essential TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,136.0
780.0,DACIA,Dacia Sandero,Stepway Essential TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,136.0
781.0,DACIA,Dacia Sandero,Stepway Essential Blue dCi 95 RE,M5,Manual,1461.0,Diesel,Internal Combustion Engine (ICE),95.0,126.0
782.0,DACIA,Dacia Sandero,Stepway Essential Blue dCi 95 RE,M5,Manual,1461.0,Diesel,Internal Combustion Engine (ICE),95.0,126.0
783.0,DACIA,Dacia Sandero,Essential SCe 75 RE,M5,Manual,998.0,Petrol,Internal Combustion Engine (ICE),73.0,130.0
784.0,DACIA,Dacia Sandero,Essential SCe 75 RE,M5,Manual,998.0,Petrol,Internal Combustion Engine (ICE),73.0,131.0
785.0,DACIA,Dacia Sandero,Stepway Essential SCe 75 RE,M5,Manual,998.0,Petrol,Internal Combustion Engine (ICE),73.0,137.0
786.0,DACIA,Dacia Sandero,Stepway Essential SCe 75 RE,M5,Manual,998.0,Petrol,Internal Combustion Engine (ICE),73.0,137.0
787.0,DACIA,Dacia Sandero,Essential TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,134.0
788.0,DACIA,Dacia Sandero,Essential TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,134.0
789.0,DACIA,Dacia Sandero,Stepway Essential TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,141.0
790.0,DACIA,Dacia Sandero,Stepway Essential TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,141.0
791.0,DACIA,Dacia Sandero,Stepway SE Twenty TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,137.0
792.0,DACIA,Dacia Sandero,Stepway SE Twenty TCe 100 Bi-Fuel RE,M5,Manual,999.0,Petrol / LPG,Liquified Petroleum Gas (LPG),100.0,137.0
793.0,DACIA,Dacia Sandero,Stepway SE Twenty TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,141.0
794.0,DACIA,Dacia Sandero,Stepway SE Twenty TCe 90 RE,M5,Manual,898.0,Petrol,Internal Combustion Engine (ICE),89.0,142.0
795.0,DS,DS 3 CROSSBACK,PureTech 100 Manual,M6,Manual,1199.0,Petrol,Internal Combustion Engine (ICE),101.0,120.0
796.0,DS,DS 3 CROSSBACK,PureTech 100 Manual,M6,Manual,1199.0,Petrol,Internal Combustion Engine (ICE),101.0,141.0
797.0,DS,DS 3 CROSSBACK,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,132.0
798.0,DS,DS 3 CROSSBACK,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,148.0
799.0,DS,DS 3 CROSSBACK,PureTech 155 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),155.0,137.0
800.0,DS,DS 3 CROSSBACK,PureTech 155 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),155.0,153.0
801.0,DS,DS 3 CROSSBACK,E-TENSE,A1,Automatic,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0.0,0.0
802.0,DS,DS 3 CROSSBACK,E-TENSE,A1,Automatic,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0.0,0.0
803.0,DS,DS 3 CROSSBACK,BlueHDi 100 Manual,M6,Manual,1499.0,Diesel,Internal Combustion Engine (ICE),110.0,113.0
804.0,DS,DS 3 CROSSBACK,BlueHDi 100 Manual,M6,Manual,1499.0,Diesel,Internal Combustion Engine (ICE),110.0,129.0
805.0,DS,DS 4 ,Blue HDi 130 Automatic,A8,Automatic,1499.0,Diesel,Internal Combustion Engine (ICE),131.0,121.0
806.0,DS,DS 4 ,Blue HDi 130 Automatic,A8,Automatic,1499.0,Diesel,Internal Combustion Engine (ICE),131.0,144.0
807.0,DS,DS 4 ,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,132.0
808.0,DS,DS 4 ,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,154.0
809.0,DS,DS 4 ,PureTech 180 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),181.0,145.0
810.0,DS,DS 4 ,PureTech 180 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),181.0,167.0
811.0,DS,DS 4 ,PureTech 225 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),224.0,146.0
812.0,DS,DS 4 ,PureTech 225 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),224.0,168.0
813.0,DS,DS 4 ,E-TENSE 225 Automatic,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179.0,27.0
814.0,DS,DS 4 ,E-TENSE 225 Automatic,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179.0,35.0
815.0,DS,DS 7 CROSSBACK,BlueHDi 130 Automatic,A8,Automatic,1499.0,Diesel,Internal Combustion Engine (ICE),131.0,129.0
816.0,DS,DS 7 CROSSBACK,BlueHDi 130 Automatic,A8,Automatic,1499.0,Diesel,Internal Combustion Engine (ICE),131.0,151.0
817.0,DS,DS 7 CROSSBACK,E-TENSE 225,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),181.0,29.0
818.0,DS,DS 7 CROSSBACK,E-TENSE 225,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),181.0,41.0
819.0,DS,DS 7 CROSSBACK,E-TENSE 4x4,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),200.0,28.0
820.0,DS,DS 7 CROSSBACK,E-TENSE 4x4,A8,Automatic,1598.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),200.0,39.0
821.0,DS,DS 7 CROSSBACK,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,141.0
822.0,DS,DS 7 CROSSBACK,PureTech 130 Automatic,A8,Automatic,1199.0,Petrol,Internal Combustion Engine (ICE),131.0,163.0
823.0,DS,DS 7 CROSSBACK,PureTech 180 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),181.0,148.0
824.0,DS,DS 7 CROSSBACK,PureTech 180 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),181.0,170.0
825.0,DS,DS 7 CROSSBACK,PureTech 225 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),224.0,150.0
826.0,DS,DS 7 CROSSBACK,PureTech 225 Automatic,A8,Automatic,1598.0,Petrol,Internal Combustion Engine (ICE),224.0,171.0
827.0,FERRARI,488,Pista,A7,Automatic,3902.0,Petrol,Internal Combustion Engine (ICE),710.0,282.0
828.0,FERRARI,488,Pista Spider,A7,Automatic,3902.0,Petrol,Internal Combustion Engine (ICE),710.0,289.0
829.0,FERRARI,F8,Tributo,A7,Automatic,3902.0,Petrol,Internal Combustion Engine (ICE),710.0,292.0
830.0,FERRARI,F8,Spider,A7,Automatic,3902.0,Petrol,Internal Combustion Engine (ICE),710.0,296.0
831.0,FERRARI,GTC4,Lusso T,A7,Automatic,3855.0,Petrol,Internal Combustion Engine (ICE),602.0,294.0
832.0,FERRARI,GTC4,Lusso,A7,Automatic,6252.0,Petrol,Internal Combustion Engine (ICE),680.0,366.0
833.0,FERRARI,812,Superfast,A7,Automatic,6449.0,Petrol,Internal Combustion Engine (ICE),785.0,366.0
834.0,FERRARI,812,GTS,A7,Automatic,6449.0,Petrol,Internal Combustion Engine (ICE),785.0,373.0
835.0,FERRARI,Monza,SP1,A7,Automatic,6449.0,Petrol,Internal Combustion Engine (ICE),793.0,366.0
836.0,FERRARI,Monza,SP2,A7,Automatic,6449.0,Petrol,Internal Combustion Engine (ICE),793.0,366.0
837.0,FERRARI,Roma,Roma,A8,Automatic,3855.0,Petrol,Internal Combustion Engine (ICE),620.0,255.0
838.0,FERRARI,Portofino,Portofino,A7,Automatic,3855.0,Petrol,Internal Combustion Engine (ICE),600.0,267.0
839.0,FERRARI,SF90,Assetto Fiorano,A8,Automatic,3990.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),780.0,160.0
840.0,FERRARI,SF90,Stradale,A8,Automatic,3990.0,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),780.0,154.0
841.0,FIAT,500,Collezione 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,139.0
842.0,FIAT,500,Collezione 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,129.0
843.0,FIAT,500,Dolcevita 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,129.0
844.0,FIAT,500,Dolcevita 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,139.0
845.0,FIAT,500,Launch Edition Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
846.0,FIAT,500,Launch Edition Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
847.0,FIAT,500,Lounge 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
848.0,FIAT,500,Lounge 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
849.0,FIAT,500,Lounge Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
850.0,FIAT,500,Lounge Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
851.0,FIAT,500,Lounge 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
852.0,FIAT,500,Lounge 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
853.0,FIAT,500,Lounge 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,145.0
854.0,FIAT,500,Lounge 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,134.0
855.0,FIAT,500,Pop Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
856.0,FIAT,500,Pop Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
857.0,FIAT,500,POP Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
858.0,FIAT,500,POP Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
859.0,FIAT,500,Pop 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,137.0
860.0,FIAT,500,Pop 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,148.0
861.0,FIAT,500,Pop 1.2 60hp Duoligic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,136.0
862.0,FIAT,500,Pop 1.2 69hp Duoligic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,144.0
863.0,FIAT,500,POP 1.2 69hp Dualogic Convertible,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,140.0
864.0,FIAT,500,POP 1.2 69hp Dualogic Convertible,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,148.0
865.0,FIAT,500,Rockstar 0.9 TwinAir 85HP,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
866.0,FIAT,500,Rockstar 0.9 TwinAir 85HP,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
867.0,FIAT,500,Rockstar Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
868.0,FIAT,500,Rockstar Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
869.0,FIAT,500,Rockstar 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,148.0
870.0,FIAT,500,Rockstar 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,137.0
871.0,FIAT,500,Rockstar 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,134.0
872.0,FIAT,500,Rockstar 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,145.0
873.0,FIAT,500,S 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
874.0,FIAT,500,S 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
875.0,FIAT,500,S 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,137.0
876.0,FIAT,500,S 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,148.0
877.0,FIAT,500,Sport 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
878.0,FIAT,500,Sport 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
879.0,FIAT,500,Sport Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
880.0,FIAT,500,Sport Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
881.0,FIAT,500,Sport 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,148.0
882.0,FIAT,500,Sport 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,140.0
883.0,FIAT,500,Sport 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,134.0
884.0,FIAT,500,Sport 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,145.0
885.0,FIAT,500,SPORT 1.2 69hp Dualogic Convertible,A5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,134.0
886.0,FIAT,500,SPORT 1.2 69hp Dualogic Convertible,A5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,145.0
887.0,FIAT,500,Star 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,133.0
888.0,FIAT,500,Star 0.9 TwinAir 85hp,M5,Manual,875.0,Petrol,Internal Combustion Engine (ICE),86.0,122.0
889.0,FIAT,500,Star Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,134.0
890.0,FIAT,500,Star Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),71.0,120.0
891.0,FIAT,500,Star 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,139.0
892.0,FIAT,500,Star 1.2 69hp,M5,Manual,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,129.0
893.0,FIAT,500,Star 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,145.0
894.0,FIAT,500,Star 1.2 69hp Dualogic,SAT5,Automatic,1242.0,Petrol,Internal Combustion Engine (ICE),69.0,134.0
895.0,FIAT,500,Dolcevita Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
896.0,FIAT,500,Dolcevita Plus Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
897.0,FIAT,500,Dolcevita Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
898.0,FIAT,500,Dolcevita Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
899.0,FIAT,500,Dolcevita Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
900.0,FIAT,500,Dolcevita Plus Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
901.0,FIAT,500,CONNECT Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
902.0,FIAT,500,CONNECT Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
903.0,FIAT,500,Dolcevita Plus Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
904.0,FIAT,500,Dolcevita Plus Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
905.0,FIAT,500,Hey Google Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
906.0,FIAT,500,Hey Google Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Internal Combustion Engine (ICE),70.0,115.0
907.0,FIAT,500,Sport Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
908.0,FIAT,500,Sport Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
909.0,FIAT,500,Sport Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
910.0,FIAT,500,Hey Google Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
911.0,FIAT,500,Hey Google Mild Hybrid 1.0 70hp Convertible,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,115.0
912.0,FIAT,500,Sport Mild Hybrid 1.0 70hp,M6,Manual,999.0,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),70.0,129.0
913.0,FIAT,New 500,Action Electric 24kW 95hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),70.0,0.0
914.0,FIAT,New 500,Icon Electric 42kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
915.0,FIAT,New 500,Icon Electric 42kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
916.0,FIAT,New 500,La Prima Electric 42kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
917.0,FIAT,New 500,La Prima Electric 42kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
918.0,FIAT,New 500,Passion Electric 43kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
919.0,FIAT,New 500,Passion Electric 43kW 118hp,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
920.0,FIAT,New 500C,Icon Electric 42kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
921.0,FIAT,New 500C,Icon Electric 42kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
922.0,FIAT,New 500C,La Prima Electric 42kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
923.0,FIAT,New 500C,La Prima Electric 42kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
924.0,FIAT,New 500C,Passion Electric 43kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
925.0,FIAT,New 500C,Passion Electric 43kW 118hp Convertible,Auto,Electric - Not Applicable,0.0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),87.0,0.0
926.0,FIAT,500L,120th 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,155.0
927.0,FIAT,500L,120th 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,185.0
928.0,FIAT,500L,City Cross 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,185.0
929.0,FIAT,500L,City Cross 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,155.0
930.0,FIAT,500L,Cross 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,166.0
931.0,FIAT,500L,Cross 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,180.0
932.0,FIAT,500L,Cross 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,185.0
933.0,FIAT,500L,Cross 1.4 95hp Start&Stop,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,155.0
934.0,FIAT,500L,Hey Google 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,166.0
935.0,FIAT,500L,Hey Google 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,180.0
936.0,FIAT,500L,Pop 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,166.0
937.0,FIAT,500L,Pop 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,180.0
938.0,FIAT,500L,Sport 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,155.0
939.0,FIAT,500L,Sport 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,185.0
940.0,FIAT,500L,Sport 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,180.0
941.0,FIAT,500L,Sport 1.4 95hp,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,166.0
942.0,FIAT,500L,Urban 1.4 95hp Start&Stop ,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,155.0
943.0,FIAT,500L,Urban 1.4 95hp Start&Stop ,M6,Manual,1368.0,Petrol,Internal Combustion Engine (ICE),95.0,185.0
944.0,FIAT,500X,120th FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),151.0,170.0
945.0,FIAT,500X,120th FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),151.0,156.0
946.0,FIAT,500X,City Cross FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,149.0
947.0,FIAT,500X,City Cross FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,162.0
948.0,FIAT,500X,City Cross FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,165.0
949.0,FIAT,500X,City Cross FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,152.0
950.0,FIAT,500X,Connect Firefly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,145.0
951.0,FIAT,500X,Connect Firefly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,156.0
952.0,FIAT,500X,Connect Firefly Turbo 1.3 150hp DCT,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,145.0
953.0,FIAT,500X,Connect Firefly Turbo 1.3 150hp DCT,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,156.0
954.0,FIAT,500X,Cross Plus FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,149.0
955.0,FIAT,500X,Cross Plus FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,162.0
956.0,FIAT,500X,Cross Plus FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,156.0
957.0,FIAT,500X,Cross Plus FireFly Turbo 1.0 120hp,M6,Manual,999.0,Petrol,Internal Combustion Engine (ICE),120.0,141.0
958.0,FIAT,500X,Cross Plus FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,152.0
959.0,FIAT,500X,Cross Plus FireFly Turbo 1.3 150hp DCT Automatic,SAT5,Automatic,1332.0,Petrol,Internal Combustion Engine (ICE),150.0,165.0
